name;rating;convenience;security;functionality;comment

Ресторан 51;0.2;3;5;3;Это здание представляет собой типичный образец современной архитектуры.

Страусятник 2;2.0;1;1;3;У этого здания отличная архитектура.

Подвал 53;0.6;1;1;2;Это великолепное здание!

Цирк 83;1.2;3;5;2;Это здание представляет собой типичный образец современной архитектуры.

Склад 79;4.3;1;3;2;Это здание имеет стандартную конструкцию.

Подвал 53;1.3;2;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Канализация 66;4.3;2;3;1;Это великолепное здание!

Овчарня 15;3.1;1;3;1;Это здание прекрасно вписывается в окружающий ландшафт.

Подвал 53;0.9;3;1;4;Это здание построено из стандартных строительных материалов.

Гнездо 3;3.2;2;5;4;Это великолепное здание!

Кинотеатр 28;0.6;4;4;2;Это здание не имеет особых архитектурных особенностей.

Конюшня 37;3.7;1;3;1;Это здание не имеет особых архитектурных особенностей.

Фазенда 14;0.3;1;2;4;Это здание является примером функционального дизайна.

Ангар 46;4.0;5;3;1;Это здание имеет стандартную конструкцию.

Склад 17;0.9;1;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Путепровод 78;2.2;2;1;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Лосятник 72;0.7;4;3;5;Это здание не имеет особых архитектурных особенностей.

Док 38;2.2;3;2;2;Мне нравится дизайн этого здания.

Док 38;4.2;5;1;5;Это здание является примером функционального дизайна.

Отель 79;1.7;2;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Гнездо 3;0.4;3;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Бункер 4;1.5;5;1;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Причал 13;4.1;3;2;1;Это здание имеет стандартную конструкцию.

Эскалатор 10;3.1;2;5;1;Это здание очень функционально.

Нефтепровод 61;3.3;2;3;4;Это здание имеет стандартную конструкцию.

Канализация 66;3.7;1;2;3;Это здание не имеет особых архитектурных особенностей.

Супермаркет 34;0.7;2;5;4;Это здание имеет стандартную конструкцию.

Замок 70;2.1;1;2;5;Это здание не имеет особых архитектурных особенностей.

Бомбоубежище 39;1.4;2;4;3;Мне нравится дизайн этого здания.

Супермаркет 34;4.7;4;2;1;Это здание является примером функционального дизайна.

Коттедж 48;0.2;5;5;2;Мне нравится дизайн этого здания.

Ферма 34;4.5;5;2;4;Это здание является примером функционального дизайна.

Курятник 60;1.6;4;1;3;Это здание является примером функционального дизайна.

Пасека 81;1.9;4;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Берлога 61;4.5;5;1;3;Это здание является примером функционального дизайна.

Силок 55;0.1;2;4;3;Это здание не имеет особых архитектурных особенностей.

Хаус 68;3.2;1;3;1;Это здание очень функционально.

Аптека 69;2.2;5;4;2;Это здание имеет стандартную конструкцию.

Отель 79;4.2;1;3;1;Это здание прекрасно вписывается в окружающий ландшафт.

Ресторан 51;3.4;5;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Теплотрасса 42;3.9;2;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Нефтепровод 61;4.4;4;3;3;Это здание является примером функционального дизайна.

Нефтепровод 61;4.9;4;4;2;Мне нравится дизайн этого здания.

Хаус 68;0.3;1;4;2;Это здание построено из стандартных строительных материалов.

Петля 65;2.2;3;4;5;Это здание прекрасно вписывается в окружающий ландшафт.

Страусятник 2;0.7;1;1;3;Это здание построено из стандартных строительных материалов.

Мушиный лабиринт 4;0.7;1;1;2;Это здание прекрасно вписывается в окружающий ландшафт.

Ферма 34;1.0;4;1;5;Это здание построено из стандартных строительных материалов.

Берлога 61;4.7;5;5;3;Это здание представляет собой типичный образец современной архитектуры.

Коттедж 48;1.9;1;3;5;Это здание является примером функционального дизайна.

Муравейник 66;1.5;4;1;5;Это здание прекрасно вписывается в окружающий ландшафт.

Хаус 68;2.4;2;3;5;Это здание представляет собой типичный образец современной архитектуры.

Цирк 83;2.3;3;2;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Аптека 19;0.8;3;3;3;Это великолепное здание!

Кинотеатр 28;0.3;2;2;5;Это великолепное здание!

Страусятник 2;4.9;3;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Гнездо 30;2.7;3;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Аптека 19;3.3;1;2;1;Это здание представляет собой типичный образец современной архитектуры.

Аптека 19;4.9;4;1;1;У этого здания отличная архитектура.

Гнездо 3;3.9;5;2;1;Мне нравится дизайн этого здания.

Супермаркет 34;3.4;5;2;4;Мне нравится дизайн этого здания.

Логово 48;1.5;4;5;5;Мне нравится дизайн этого здания.

Библиотека 45;0.9;2;5;3;Это здание имеет стандартную конструкцию.

Отель 48;4.5;1;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Подвал 53;3.3;5;5;5;У этого здания отличная архитектура.

Замок 60;1.6;4;4;1;Это здание имеет стандартную конструкцию.

Лосятник 72;0.9;3;2;2;Это здание прекрасно вписывается в окружающий ландшафт.

Коровник 49;0.5;3;4;5;Это здание построено из стандартных строительных материалов.

Страусятник 2;0.5;2;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Отель 79;4.9;5;4;1;Это здание очень функционально.

Гнездо 3;4.3;3;4;2;Это великолепное здание!

Улей 31;1.3;2;3;5;Мне нравится дизайн этого здания.

Курятник 60;2.2;2;1;1;Это здание представляет собой типичный образец современной архитектуры.

Замок 70;2.5;5;3;2;Это здание представляет собой типичный образец современной архитектуры.

Лежбище 78;3.7;5;2;2;Это здание имеет стандартную конструкцию.

Муравейник 66;4.0;4;2;3;Это здание является примером функционального дизайна.

Крольчатник 45;3.0;4;4;2;У этого здания отличная архитектура.

Овчарня 15;0.7;3;2;5;Это здание имеет стандартную конструкцию.

Путепровод 78;4.6;3;2;5;У этого здания отличная архитектура.

Склад 17;4.1;1;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Замок 70;0.6;5;3;5;Это здание представляет собой типичный образец современной архитектуры.

Ресторан 51;4.8;4;4;1;У этого здания отличная архитектура.

Бомбоубежище 39;4.3;1;3;4;Это здание не имеет особых архитектурных особенностей.

Убежище 10;3.2;5;3;4;Это здание представляет собой типичный образец современной архитектуры.

Аптека 6;4.2;3;2;5;Это здание имеет стандартную конструкцию.

Котельная 75;1.4;1;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Овчарня 15;4.9;2;1;2;Это здание построено из стандартных строительных материалов.

Силок 55;1.5;4;2;3;Это здание имеет стандартную конструкцию.

Подвал 53;1.9;1;1;4;У этого здания отличная архитектура.

Аптека 19;0.6;2;1;4;У этого здания отличная архитектура.

Гнездо 30;0.4;5;1;2;Это здание имеет стандартную конструкцию.

Муравейник 85;4.1;1;2;4;Это здание представляет собой типичный образец современной архитектуры.

Улей 31;0.6;2;4;1;Это здание построено из стандартных строительных материалов.

Библиотека 45;0.8;1;1;5;Это здание не имеет особых архитектурных особенностей.

Аптека 6;3.6;2;1;5;Это здание является примером функционального дизайна.

Аптека 6;2.5;2;5;3;Это здание имеет стандартную конструкцию.

Замок 70;1.7;3;4;3;Это здание не имеет особых архитектурных особенностей.

Улей 31;1.5;5;3;4;Это здание является примером функционального дизайна.

Лосятник 72;0.4;4;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Эскалатор 10;2.7;4;1;2;Это здание построено из стандартных строительных материалов.

Курятник 60;0.3;5;4;5;Это здание представляет собой типичный образец современной архитектуры.

Пасека 81;3.8;4;4;2;Это здание является примером функционального дизайна.

Мушиный лабиринт 4;1.4;1;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Отель 79;4.9;4;2;1;Это здание представляет собой типичный образец современной архитектуры.

Лосятник 72;1.0;5;2;5;Это здание имеет стандартную конструкцию.

Муравейник 66;3.1;4;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Убежище 10;4.9;1;5;3;У этого здания отличная архитектура.

Курятник 60;4.3;4;5;5;Мне нравится дизайн этого здания.

Лежбище 78;4.0;2;1;1;Это здание не имеет особых архитектурных особенностей.

Супермаркет 34;1.7;1;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Кинотеатр 28;3.8;1;3;1;У этого здания отличная архитектура.

Гараж 68;1.7;1;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Отель 48;1.0;5;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Курятник 86;1.8;5;3;5;Это здание прекрасно вписывается в окружающий ландшафт.

Бункер 31;2.2;1;3;4;Это здание не имеет особых архитектурных особенностей.

Путепровод 78;3.5;1;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Силок 55;0.3;3;3;5;У этого здания отличная архитектура.

Пасека 53;3.9;4;1;5;Это здание не имеет особых архитектурных особенностей.

Причал 13;0.8;2;5;4;Это здание прекрасно вписывается в окружающий ландшафт.

Эскалатор 10;3.8;2;1;2;Это здание прекрасно вписывается в окружающий ландшафт.

Убежище 10;3.4;4;3;1;Это здание прекрасно вписывается в окружающий ландшафт.

Коровник 49;2.9;4;2;3;Это здание является примером функционального дизайна.

Логово 48;1.5;4;5;4;Это здание имеет стандартную конструкцию.

Отель 48;0.4;2;3;3;Это великолепное здание!

Коровник 49;2.5;3;1;5;Это здание представляет собой типичный образец современной архитектуры.

Склад 79;2.0;4;3;3;Это здание представляет собой типичный образец современной архитектуры.

Логово 48;2.6;3;4;3;Это здание имеет стандартную конструкцию.

Замок 70;3.3;5;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Хаус 68;4.8;5;1;1;Это здание не имеет особых архитектурных особенностей.

Муравейник 66;4.9;3;3;2;Это здание является примером функционального дизайна.

Аптека 69;3.6;4;1;4;Это здание очень функционально.

Супермаркет 34;2.8;1;5;5;Это здание является примером функционального дизайна.

Кинотеатр 28;1.3;2;2;1;Это великолепное здание!

Аптека 19;3.7;3;4;2;Это здание представляет собой типичный образец современной архитектуры.

Эскалатор 10;0.1;3;1;1;У этого здания отличная архитектура.

Муравейник 85;3.0;5;2;5;Это здание очень функционально.

Овчарня 15;3.9;4;4;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Лежбище 78;4.5;5;3;3;Это здание является примером функционального дизайна.

Аптека 6;1.2;3;4;5;Это здание представляет собой типичный образец современной архитектуры.

Гнездо 3;3.1;1;1;4;Это здание не имеет особых архитектурных особенностей.

Конюшня 37;1.4;3;3;2;Это здание построено из стандартных строительных материалов.

Аптека 19;0.3;5;1;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Гнездо 30;1.9;2;4;3;У этого здания отличная архитектура.

Теплотрасса 42;0.5;4;4;3;Это здание является примером функционального дизайна.

Конюшня 37;0.8;2;4;3;Это здание представляет собой типичный образец современной архитектуры.

Гараж 68;1.5;3;4;5;Это здание не имеет особых архитектурных особенностей.

Фазенда 14;0.9;2;3;4;У этого здания отличная архитектура.

Нефтепровод 61;3.3;5;3;2;Это здание построено из стандартных строительных материалов.

Склад 79;4.7;3;4;2;Это здание является примером функционального дизайна.

Бункер 4;2.9;5;1;2;Это здание очень функционально.

Фазенда 14;4.4;4;3;3;Мне нравится дизайн этого здания.

Лежбище 78;2.2;4;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Улей 31;2.4;2;5;3;Это здание представляет собой типичный образец современной архитектуры.

Причал 13;2.3;2;3;5;Это здание построено из стандартных строительных материалов.

Логово 48;1.8;3;1;4;Это здание представляет собой типичный образец современной архитектуры.

Аптека 6;1.0;4;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Ферма 62;2.6;1;4;5;Это здание построено из стандартных строительных материалов.

Лежбище 78;0.2;1;4;1;Это здание прекрасно вписывается в окружающий ландшафт.

Муравейник 66;3.2;1;1;1;Это здание представляет собой типичный образец современной архитектуры.

Путепровод 78;4.9;2;5;2;Это здание очень функционально.

Крольчатник 45;3.5;1;4;3;Это здание построено из стандартных строительных материалов.

Аптека 69;3.6;5;4;5;Мне нравится дизайн этого здания.

Супермаркет 34;4.6;3;5;1;Это великолепное здание!

Маяк 93;1.0;1;2;3;Это здание прекрасно вписывается в окружающий ландшафт.

Фабрика 15;4.3;1;3;1;У этого здания отличная архитектура.

Страусятник 2;3.1;4;3;1;Мне нравится дизайн этого здания.

Нефтепровод 61;4.2;4;2;3;Это здание является примером функционального дизайна.

Ангар 46;1.7;2;1;4;Это здание является примером функционального дизайна.

Улей 31;4.6;2;5;2;Это здание построено из стандартных строительных материалов.

Ферма 62;2.6;3;4;2;Это здание является примером функционального дизайна.

Отель 79;1.1;1;3;4;У этого здания отличная архитектура.

Фабрика 15;4.0;3;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Аптека 19;1.0;2;3;1;Это здание представляет собой типичный образец современной архитектуры.

Библиотека 45;1.6;4;5;2;Мне нравится дизайн этого здания.

Склад 17;0.6;5;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Отель 79;2.8;4;2;5;Это здание прекрасно вписывается в окружающий ландшафт.

Супермаркет 34;2.0;4;4;5;Мне нравится дизайн этого здания.

Убежище 10;3.5;4;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Пасека 53;3.4;5;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Путепровод 78;0.1;2;4;4;Это здание построено из стандартных строительных материалов.

Пасека 53;1.2;4;3;5;Это здание является примером функционального дизайна.

Гнездо 3;1.5;5;2;2;Это здание не имеет особых архитектурных особенностей.

Ферма 62;4.6;3;4;2;Это здание представляет собой типичный образец современной архитектуры.

Замок 70;2.0;4;1;1;Это здание является примером функционального дизайна.

Пасека 53;4.0;1;3;1;Это здание не имеет особых архитектурных особенностей.

Убежище 10;1.2;2;2;5;Это здание является примером функционального дизайна.

Котельная 75;3.2;1;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Гараж 68;3.3;4;2;4;Это здание представляет собой типичный образец современной архитектуры.

Конюшня 37;4.0;5;5;1;Это здание имеет стандартную конструкцию.

Причал 13;4.5;4;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Путепровод 78;3.8;4;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Убежище 10;3.8;3;4;2;Это здание построено из стандартных строительных материалов.

Аптека 6;2.6;2;4;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Отель 79;1.1;4;2;4;Это здание является примером функционального дизайна.

Хаус 68;1.8;1;1;3;Это здание имеет стандартную конструкцию.

Плантация 19;1.5;5;4;3;Это здание является примером функционального дизайна.

Пасека 81;3.1;5;1;4;Это здание построено из стандартных строительных материалов.

Замок 60;3.6;2;5;3;Это великолепное здание!

Бункер 4;3.3;1;2;1;Это здание построено из стандартных строительных материалов.

Отель 79;5.0;5;5;2;Это здание представляет собой типичный образец современной архитектуры.

Канализация 66;2.8;4;5;3;Это здание построено из стандартных строительных материалов.

Страусятник 2;3.4;2;2;3;Это здание очень функционально.

Улей 31;2.2;3;5;5;Это здание является примером функционального дизайна.

Маяк 93;1.4;2;3;5;Это здание является примером функционального дизайна.

Овчарня 15;0.2;5;4;1;Это великолепное здание!

Убежище 10;4.3;5;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.

Курятник 60;2.3;4;5;3;Это здание не имеет особых архитектурных особенностей.

Плантация 19;2.3;2;2;2;Это здание построено из стандартных строительных материалов.

Теплотрасса 42;0.1;5;1;3;Это здание имеет стандартную конструкцию.

Замок 60;0.5;3;2;3;Это здание построено из стандартных строительных материалов.

Эскалатор 10;3.3;2;5;1;Это здание является примером функционального дизайна.

Плантация 19;4.2;3;3;5;Это здание не имеет особых архитектурных особенностей.

Муравейник 85;1.9;3;4;2;Это великолепное здание!

Аптека 6;4.9;5;5;4;Это здание очень функционально.

Курятник 60;0.5;5;4;3;У этого здания отличная архитектура.

Кинотеатр 28;0.3;4;3;2;Это здание представляет собой типичный образец современной архитектуры.

Нефтепровод 61;5.0;5;1;4;Это здание построено из стандартных строительных материалов.

Берлога 61;3.6;5;3;2;У этого здания отличная архитектура.

Архив 4;4.1;4;5;5;Это здание имеет стандартную конструкцию.

Развязка 10;4.6;2;5;2;Это великолепное здание!

Пасека 53;0.1;2;4;2;Это здание не имеет особых архитектурных особенностей.

Фабрика 15;2.3;5;2;4;Это здание представляет собой типичный образец современной архитектуры.

Плантация 19;2.9;3;5;3;Это здание имеет стандартную конструкцию.

Муравейник 66;4.3;4;1;3;Это здание является примером функционального дизайна.

Конюшня 37;3.4;5;5;2;Это здание представляет собой типичный образец современной архитектуры.

Крольчатник 45;5.0;3;4;5;Это здание построено из стандартных строительных материалов.

Причал 13;4.7;2;5;1;Это здание представляет собой типичный образец современной архитектуры.

Убежище 10;4.0;5;5;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Овчарня 15;0.2;4;1;4;Это здание является примером функционального дизайна.

Крольчатник 45;1.2;3;1;2;Мне нравится дизайн этого здания.

Фазенда 14;2.7;3;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Аптека 6;0.6;2;5;5;Это здание представляет собой типичный образец современной архитектуры.

Крольчатник 45;0.6;1;5;2;Это здание не имеет особых архитектурных особенностей.

Отель 48;0.4;2;1;5;Это здание не имеет особых архитектурных особенностей.

Курятник 86;0.1;2;2;2;Это здание имеет стандартную конструкцию.

Развязка 10;3.7;3;2;4;Это здание имеет стандартную конструкцию.

Аптека 6;0.2;2;3;3;Это здание является примером функционального дизайна.

Подвал 53;4.4;3;5;3;Это здание представляет собой типичный образец современной архитектуры.

Коттедж 48;2.2;2;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Курятник 60;1.1;2;4;4;Это здание не имеет особых архитектурных особенностей.

Коровник 49;2.0;5;1;2;У этого здания отличная архитектура.

Коровник 49;0.9;5;1;4;Мне нравится дизайн этого здания.

Путепровод 78;3.7;4;1;4;Это здание не имеет особых архитектурных особенностей.

Овчарня 15;3.2;5;5;4;Это здание является примером функционального дизайна.

Причал 13;2.4;3;1;1;Это здание не имеет особых архитектурных особенностей.

Бункер 31;2.4;1;5;5;Это здание представляет собой типичный образец современной архитектуры.

Лежбище 78;3.8;3;3;4;Это здание построено из стандартных строительных материалов.

Причал 13;3.3;3;1;1;Это здание имеет стандартную конструкцию.

Аптека 69;0.7;3;1;3;Это здание имеет стандартную конструкцию.

Супермаркет 34;4.3;4;5;1;Это здание построено из стандартных строительных материалов.

Канализация 66;1.4;2;5;2;Это здание является примером функционального дизайна.

Склад 79;4.7;5;2;4;Это здание является примером функционального дизайна.

Библиотека 45;2.6;2;4;1;Это здание имеет стандартную конструкцию.

Кинотеатр 28;3.1;2;5;2;У этого здания отличная архитектура.

Бункер 4;1.2;4;4;4;У этого здания отличная архитектура.

Отель 48;0.1;3;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Ангар 46;2.4;5;3;2;Это здание является примером функционального дизайна.

Страусятник 2;1.0;5;5;3;Это здание не имеет особых архитектурных особенностей.

Овчарня 15;2.8;4;1;4;Это здание не имеет особых архитектурных особенностей.

Аптека 6;0.1;3;3;3;Это здание является примером функционального дизайна.

Аптека 69;1.0;2;5;1;Это здание является примером функционального дизайна.

Мушиный лабиринт 4;2.7;1;4;5;Это великолепное здание!

Архив 4;3.4;5;1;1;Это здание прекрасно вписывается в окружающий ландшафт.

Док 38;3.7;2;3;5;Это здание очень функционально.

Пасека 81;1.9;5;1;1;Мне нравится дизайн этого здания.

Развязка 10;2.2;1;1;3;У этого здания отличная архитектура.

Курятник 60;4.5;2;2;5;Это здание очень функционально.

Ангар 46;2.3;1;3;2;Это здание построено из стандартных строительных материалов.

Склад 17;4.4;2;4;3;Мне нравится дизайн этого здания.

Муравейник 85;3.6;4;2;3;Это здание является примером функционального дизайна.

Эскалатор 10;0.1;1;4;4;Это здание является примером функционального дизайна.

Улей 31;0.1;4;1;5;Это здание прекрасно вписывается в окружающий ландшафт.

Ангар 46;4.4;1;5;4;Это здание является примером функционального дизайна.

Канализация 66;2.8;1;2;3;Это здание не имеет особых архитектурных особенностей.

Пасека 53;2.6;3;4;5;Это великолепное здание!

Курятник 86;1.4;5;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Док 38;1.1;1;5;5;Это здание не имеет особых архитектурных особенностей.

Аптека 6;4.1;3;5;1;Это здание является примером функционального дизайна.

Мушиный лабиринт 4;2.3;1;5;3;Это здание построено из стандартных строительных материалов.

Овчарня 15;3.9;5;5;5;Это здание построено из стандартных строительных материалов.

Развязка 10;1.0;2;3;4;Это здание имеет стандартную конструкцию.

Теплотрасса 42;3.1;4;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Путепровод 78;2.3;1;1;3;Это здание имеет стандартную конструкцию.

Канализация 66;1.8;1;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Ферма 62;0.3;5;1;4;Это здание представляет собой типичный образец современной архитектуры.

Чердак 3;3.2;1;3;1;Это здание очень функционально.

Отель 79;2.8;3;1;3;Это здание построено из стандартных строительных материалов.

Маяк 93;4.2;4;4;4;Это здание представляет собой типичный образец современной архитектуры.

Аптека 69;0.7;2;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Убежище 10;1.9;5;5;5;Это здание является примером функционального дизайна.

Гнездо 3;1.6;2;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Склад 79;3.4;5;4;3;Мне нравится дизайн этого здания.

Развязка 10;0.5;1;5;5;Это здание прекрасно вписывается в окружающий ландшафт.

Гнездо 3;2.9;3;4;2;Это здание имеет стандартную конструкцию.

Подвал 53;3.2;3;2;4;Это здание является примером функционального дизайна.

Конюшня 37;0.1;1;5;3;Это здание является примером функционального дизайна.

Конюшня 37;3.9;4;4;5;Это здание имеет стандартную конструкцию.

Кинотеатр 28;2.3;5;4;5;Мне нравится дизайн этого здания.

Курятник 60;1.2;2;1;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Ферма 62;1.7;5;2;4;Это здание не имеет особых архитектурных особенностей.

Овчарня 15;1.1;1;3;4;Это здание построено из стандартных строительных материалов.

Архив 4;4.7;1;4;2;Это здание построено из стандартных строительных материалов.

Склад 17;1.8;4;4;1;Это здание является примером функционального дизайна.

Плантация 19;4.2;3;5;3;Это здание построено из стандартных строительных материалов.

Ферма 62;4.2;2;1;3;Это здание не имеет особых архитектурных особенностей.

Пасека 81;1.9;3;4;2;Это здание имеет стандартную конструкцию.

Маяк 93;0.1;4;3;1;Это здание очень функционально.

Курятник 60;3.9;4;4;2;Это здание не имеет особых архитектурных особенностей.

Ангар 46;3.3;4;3;4;Это здание является примером функционального дизайна.

Мушиный лабиринт 4;0.5;5;1;3;Это здание представляет собой типичный образец современной архитектуры.

Плантация 19;3.6;5;1;3;Это здание имеет стандартную конструкцию.

Склад 79;0.4;1;4;1;Это здание построено из стандартных строительных материалов.

Муравейник 66;4.2;3;1;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Крольчатник 45;0.5;3;1;2;Это здание является примером функционального дизайна.

Банк 23;4.0;2;4;1;Это здание представляет собой типичный образец современной архитектуры.

Банк 23;1.1;1;2;4;Это здание не имеет особых архитектурных особенностей.

Канализация 66;1.6;2;5;2;Это здание имеет стандартную конструкцию.

Аптека 19;1.3;4;2;3;Это здание не имеет особых архитектурных особенностей.

Крольчатник 45;0.3;4;2;5;Это здание построено из стандартных строительных материалов.

Ферма 34;2.6;1;4;2;Это великолепное здание!

Гнездо 30;2.2;2;3;4;Это здание имеет стандартную конструкцию.

Канализация 66;3.8;2;4;5;Это здание не имеет особых архитектурных особенностей.

Аптека 6;3.1;3;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Коровник 49;2.5;4;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.

Пасека 81;2.9;1;1;2;Это здание является примером функционального дизайна.

Крольчатник 45;2.1;4;3;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.

Лежбище 78;1.5;2;2;3;Это здание построено из стандартных строительных материалов.
